,Gender,Married,Dependents,Education,Self_Employed,LoanAmount,Credit_History,Property_Area,Loan_Status,LoanAmount_log,Total_Income,Total_Income_log,EMI,EMI_log,Balance Income,Balance_Income_log
26,0,1,0,1,0,122.0,1.0,1,1,4.804021044733257,5052.0,8.527539483470381,11.968200000000003,2.482253132322437,3855.1799999999994,8.257172977514367
27,0,1,2,0,0,110.0,1.0,2,1,4.700480365792417,5266.0,8.569026340056254,10.791000000000002,2.378712453381597,4186.9,8.339715882285159
28,0,0,0,0,0,35.0,1.0,2,0,3.5553480614894135,1442.0,7.273786317844895,3.4335000000000004,1.2335801490785943,1098.65,7.001837432343276
29,1,0,2,1,0,120.0,1.0,1,1,4.787491742782046,5833.0,8.671286726753637,11.772,2.4657238303712266,4655.8,8.445869033162207
30,0,1,1,1,0,201.0,1.0,2,0,5.303304908059076,7535.0,8.927314111060596,19.7181,2.981536995648256,5563.1900000000005,8.623926963725378
31,0,0,0,1,0,74.0,1.0,2,0,4.30406509320417,3167.0,8.06054004653864,7.2594,1.98229718079335,2441.06,7.800187650181002
32,0,0,1,1,1,106.0,1.0,0,0,4.663439094112067,4692.0,8.453614209773367,10.3986,2.3416711817012477,3652.1400000000003,8.203068576138904
33,0,1,0,1,0,114.0,1.0,1,1,4.736198448394496,5167.0,8.550047528287184,11.1834,2.414430535983676,4048.66,8.30614124115542
34,0,0,3,1,0,320.0,1.0,0,0,5.768320995793772,15500.0,9.648595302907339,31.392,3.4465530833829527,12360.8,9.422285453836208
35,0,1,0,1,0,128.0,1.0,2,1,4.852030263919617,4342.0,8.376090350438238,12.5568,2.5302623515087976,3086.3199999999997,8.034734721649642
36,0,1,0,1,0,100.0,0.0,2,0,4.605170185988092,3158.0,8.057694194815587,9.81,2.2834022735772717,2177.0,7.685703061234547
37,1,1,0,1,0,144.0,1.0,1,1,4.969813299576001,5126.0,8.542080906924017,14.1264,2.648045387165181,3713.3599999999997,8.219692406115925
38,0,0,0,1,0,184.0,1.0,2,1,5.214935757608986,11376.0,9.339261152043022,18.0504,2.893167845198166,9570.96,9.166488792895564
39,0,0,0,0,0,110.0,1.0,1,1,4.700480365792417,5416.0,8.59711281459211,10.791000000000002,2.378712453381597,4336.9,8.374915086156582
40,0,0,0,1,0,80.0,1.0,2,0,4.382026634673881,3600.0,8.1886891244442,7.848,2.060258722263062,2815.2,7.942788586007375
41,0,0,0,1,0,47.0,1.0,2,1,3.8501476017100584,3013.0,8.0106915391303,4.6107,1.528379689299239,2551.9300000000003,7.844605214621401
42,0,1,0,1,0,75.0,1.0,2,1,4.31748811353631,2400.0,7.783224016336037,7.3575,1.9957202011254909,1664.25,7.417129850480813
43,0,1,0,1,0,134.0,1.0,1,1,4.897839799950911,6277.0,8.744647438317532,13.145399999999999,2.5760718875400914,4962.46,8.50965686450956
44,0,1,0,0,1,96.0,1.0,2,1,4.564348191467836,4695.0,8.454253391642363,9.4176,2.2425802790570164,3753.24,8.230374745931307
45,1,0,0,1,0,88.0,1.0,2,1,4.477336814478207,3410.0,8.134467570277563,8.6328,2.1555689020673867,2546.7200000000003,7.842561535681544
46,0,1,1,1,0,44.0,1.0,2,1,3.784189633918261,5649.0,8.639233817325263,4.3164,1.4624217215074415,5217.36,8.559746805817033
47,0,1,0,1,0,144.0,1.0,2,1,4.969813299576001,5821.0,8.669227347271736,14.1264,2.648045387165181,4408.36,8.391258017189433
48,1,1,0,1,0,120.0,0.0,2,0,4.787491742782046,6085.0,8.713582005421628,11.772,2.4657238303712266,4907.8,8.498581055204255
49,1,0,0,1,0,144.0,1.0,1,1,4.969813299576001,6275.0,8.744328763999984,14.1264,2.648045387165181,4862.36,8.489279195738431
50,1,1,0,0,0,100.0,1.0,1,1,4.605170185988092,3572.0,8.18088094199639,9.81,2.2834022735772717,2591.0,7.85979918056211
51,1,0,0,1,0,120.0,1.0,1,1,4.787491742782046,3086.0,8.034631032923107,11.772,2.4657238303712266,1908.8,7.5542300513436516
52,1,0,0,1,0,112.0,1.0,1,0,4.718498871295094,4230.0,8.349957272040324,10.987200000000001,2.396730958884275,3131.2799999999997,8.049197145625602
53,0,1,2,1,0,134.0,1.0,2,0,4.897839799950911,4616.0,8.437283808187935,13.145399999999999,2.5760718875400914,3301.46,8.102120073856248
54,1,1,1,1,1,286.0,0.0,2,0,5.655991810819852,11500.0,9.350102314351341,28.0566,3.334223898409033,8694.34,9.070427518214473
55,0,1,2,1,0,97.0,1.0,1,1,4.574710978503383,3875.0,8.262300941787448,9.5157,2.252943066092563,2923.43,7.980512863426209
56,0,1,0,1,0,96.0,1.0,1,1,4.564348191467836,3723.0,8.222285073872717,9.4176,2.2425802790570164,2781.24,7.9306521504024685
57,0,1,0,1,0,135.0,1.0,0,0,4.90527477843843,5566.0,8.624431942085836,13.243500000000001,2.58350686602761,4241.65,8.35270762346981
58,0,1,1,1,0,180.0,1.0,2,1,5.19295685089021,10330.0,9.242807562113684,17.658,2.8711889384793907,8564.2,9.05534600300998
59,0,1,2,0,0,144.0,1.0,2,1,4.969813299576001,6216.0,8.734881892047483,14.1264,2.648045387165181,4803.36,8.477070952010255
60,0,1,0,1,0,120.0,1.0,2,1,4.787491742782046,6296.0,8.74766979009724,11.772,2.4657238303712266,5118.8,8.54067531556344
61,0,1,3,1,0,99.0,1.0,2,1,4.59511985013459,3029.0,8.015987811027237,9.711900000000002,2.2733519377237705,2057.81,7.629397589488654
62,0,1,0,0,1,165.0,0.0,0,0,5.10594547390058,6058.0,8.709134991587183,16.1865,2.784177561489761,4439.35,8.398263248312876
63,0,1,1,1,0,128.0,0.0,0,0,4.852030263919617,4945.0,8.506132244056813,12.5568,2.5302623515087976,3689.3199999999997,8.21319743820977
64,1,0,0,1,0,116.0,0.0,1,0,4.7535901911063645,4166.0,8.334711621820917,11.3796,2.431822278695545,3028.04,8.015670824509717
65,0,1,0,1,0,258.0,1.0,1,0,5.552959584921617,10321.0,9.241935933565934,25.3098,3.2311916725107976,7790.02,8.960598706255594
66,0,0,0,0,0,126.0,0.0,2,0,4.836281906951478,5454.0,8.604104563405533,12.3606,2.5145139945406583,4217.9400000000005,8.34710213618648
67,0,1,1,1,0,312.0,1.0,2,1,5.7430031878094825,10750.0,9.28266103355581,30.6072,3.421235275398663,7689.280000000001,8.94758243002788
68,0,1,3,0,1,125.0,1.0,2,1,4.8283137373023015,7100.0,8.867850063029406,12.262500000000001,2.5065458248914814,5873.75,8.678248550417026
69,1,0,0,1,0,136.0,0.0,1,0,4.912654885736052,4300.0,8.366370301681654,13.3416,2.590886973325232,2965.84,7.994915576536134
70,0,1,0,1,0,172.0,1.0,2,1,5.147494476813453,6274.0,8.744169388750624,16.873199999999997,2.825726564402633,4586.68,8.430911729791744
71,0,1,2,0,1,97.0,1.0,1,1,4.574710978503383,3750.0,8.229511118964457,9.5157,2.252943066092563,2798.43,7.936813824618538
72,0,0,0,1,0,81.0,1.0,1,1,4.394449154672439,3500.0,8.160518247477505,7.946100000000001,2.0726812422616194,2705.39,7.90300135833718
73,0,1,3,0,0,95.0,0.0,1,0,4.553876891600541,4755.0,8.46695197497949,9.3195,2.232108979189721,3823.05,8.248803812344866
74,0,1,3,1,1,187.0,1.0,1,1,5.231108616854587,7040.0,8.859363449152088,18.3447,2.909340704443767,5205.53,8.557476801033346
75,0,0,0,1,0,113.0,1.0,2,0,4.727387818712341,3750.0,8.229511118964457,11.085300000000002,2.405619906301521,2641.47,7.879090859356459
76,0,0,0,1,0,176.0,1.0,2,0,5.170483995038151,8500.0,9.047821442478408,17.2656,2.848716082627332,6773.4400000000005,8.820764360931806
77,0,1,1,1,1,110.0,1.0,2,0,4.700480365792417,4022.0,8.299534570332597,10.791000000000002,2.378712453381597,2942.8999999999996,7.987150768723114
78,0,1,3,1,0,180.0,0.0,1,0,5.19295685089021,7167.0,8.877242435993919,17.658,2.8711889384793907,5401.2,8.594376430086887
79,0,1,3,0,1,130.0,1.0,1,1,4.867534450455582,5499.0,8.612321536507814,12.753,2.545766538044763,4223.7,8.348466800136592
80,1,0,0,1,0,111.0,1.0,1,1,4.709530201312334,3846.0,8.254788926148725,10.889100000000001,2.3877622889015147,2757.09,7.921931054669442
81,0,1,1,1,1,128.0,1.0,1,1,4.852030263919617,2395.0,7.781138509845015,12.5568,2.5302623515087976,1139.32,7.038186872188803
82,1,1,2,1,0,167.0,1.0,2,0,5.117993812416755,3259.0,8.089175678837561,16.3827,2.7962259000059353,1620.73,7.390631944012902
83,0,1,0,1,0,265.0,1.0,1,0,5.579729825986222,8250.0,9.017968479328726,25.996499999999997,3.2579619135754023,5650.35,8.639472769124511
84,0,1,1,1,0,50.0,1.0,2,1,3.912023005428146,3988.0,8.291045131081729,4.905000000000001,1.5902550930173267,3497.5,8.159803706539636
85,0,0,0,1,0,136.0,1.0,1,1,4.912654885736052,4897.0,8.496378051702317,13.3416,2.590886973325232,3562.84,8.178313258619424
86,0,1,2,0,0,99.0,1.0,1,1,4.59511985013459,5333.0,8.581669210600602,9.711900000000002,2.2733519377237705,4361.8099999999995,8.38064238781198
87,0,1,0,1,0,104.0,1.0,1,1,4.6443908991413725,4618.0,8.43771698991444,10.202399999999999,2.322622986730553,3597.76,8.188066708561395
88,0,0,0,1,0,210.0,1.0,2,1,5.3471075307174685,8566.0,9.055556158175316,20.601,3.0253396183066488,6505.9,8.780464736487872
89,0,1,0,1,0,175.0,1.0,1,1,5.1647859739235145,9862.0,9.196444266784072,17.1675,2.8430180615126943,8145.25,9.005190214242207
90,0,1,0,1,0,131.0,1.0,1,1,4.875197323201151,5858.0,8.675563527387679,12.851099999999999,2.553429410790332,4572.89,8.42790066913739
91,0,1,2,1,0,188.0,1.0,1,1,5.236441962829949,11904.0,9.384629757072872,18.4428,2.9146740504191295,10059.720000000001,9.216294610264397
92,0,1,2,0,0,81.0,1.0,2,1,4.394449154672439,5093.0,8.535622326884605,7.946100000000001,2.0726812422616194,4298.389999999999,8.365995812964856
93,0,0,0,1,0,122.0,1.0,1,1,4.804021044733257,4133.0,8.326758814511733,11.968200000000003,2.482253132322437,2936.1799999999994,7.984864695757061
94,0,0,0,0,0,25.0,1.0,1,1,3.2188758248682006,3620.0,8.194229304819817,2.4525,0.8971079124573812,3374.75,8.124076526488937
95,0,0,0,1,0,128.0,1.0,2,0,4.852030263919617,6782.0,8.822027322685583,12.5568,2.5302623515087976,5526.32,8.61727741187769
96,1,1,0,1,0,137.0,1.0,1,1,4.919980925828125,4786.0,8.47345026846832,13.4397,2.5982130134173054,3442.0299999999997,8.143816692596372
97,0,1,0,1,0,50.0,1.0,1,1,3.912023005428146,2974.0,7.9976631270201,4.905,1.5902550930173265,2483.5,7.817424134547405
98,0,1,0,0,0,115.0,1.0,1,1,4.74493212836325,4188.0,8.339978571990427,11.281500000000001,2.4231642159524305,3059.85,8.026121174137083
99,0,1,0,1,0,131.0,1.0,1,1,4.875197323201151,5300.0,8.575462099540212,12.851099999999999,2.553429410790332,4014.8900000000003,8.297765228745277
100,0,1,2,0,0,133.0,1.0,2,1,4.890349128221754,7551.0,8.929435283803425,13.047299999999998,2.568581215810934,6246.27,8.739739764574441
101,0,0,0,1,0,151.0,1.0,1,1,5.017279836814924,8649.0,9.065198986306513,14.8131,2.6955119244041046,7167.6900000000005,8.877338705951697
102,0,1,0,1,0,128.0,1.0,2,1,4.852030263919617,13650.0,9.521494800613105,12.5568,2.5302623515087976,12394.32,9.4249935821334
103,0,1,0,1,0,128.0,1.0,1,1,4.852030263919617,8235.0,9.016148642611741,12.5568,2.5302623515087976,6979.32,8.850706769807227
104,0,1,0,1,0,160.0,1.0,2,1,5.075173815233827,4570.0,8.42726848388825,15.696,2.7534059028230073,3000.4,8.006500892095481
105,0,1,1,1,0,100.0,1.0,2,1,4.605170185988092,4082.0,8.31434234336979,9.81,2.2834022735772717,3101.0,8.03947991910045
106,0,1,2,1,0,225.0,1.0,2,1,5.41610040220442,12543.0,9.436918020024674,22.0725,3.0943324897936004,10335.75,9.243364038423364
107,0,0,0,0,0,120.0,1.0,0,0,4.787491742782046,7333.0,8.9001399880938,11.772,2.4657238303712266,6155.8,8.725150005802023
108,0,1,2,1,0,216.0,0.0,2,0,5.375278407684165,7400.0,8.909235279192261,21.1896,3.053510495273345,5281.04,8.571878327001293
109,0,1,3,0,0,94.0,1.0,1,1,4.543294782270004,2825.0,7.946263643580541,9.221400000000001,2.221526869859184,1902.86,7.551113296539441
110,0,0,0,1,0,136.0,1.0,2,1,4.912654885736052,5316.0,8.578476419833136,13.3416,2.590886973325232,3981.84,8.28949930300321
111,1,1,0,1,0,139.0,1.0,1,1,4.9344739331306915,5262.0,8.568266461600238,13.6359,2.6127060207198722,3898.41,8.268324056680942
112,0,1,0,0,0,152.0,0.0,0,0,5.0238805208462765,7686.0,8.94715577112479,14.911200000000001,2.7021126084354568,6194.88,8.731478423415584
113,1,0,1,1,1,128.0,1.0,1,1,4.852030263919617,7451.0,8.916103530553727,12.5568,2.5302623515087976,6195.32,8.731549447289321
114,0,0,0,1,0,118.0,1.0,1,1,4.770684624465665,5050.0,8.527143522269405,11.5758,2.448916712054845,3892.42,8.2667863511527
115,0,1,1,1,0,185.0,1.0,0,1,5.220355825078324,14583.0,9.587611745713565,18.1485,2.898587912667505,12768.15,9.454709067740882
116,1,1,0,1,0,154.0,1.0,1,1,5.0369526024136295,5450.0,8.60337088765729,15.1074,2.7151846900028094,3939.26,8.278748167393227
117,0,1,1,1,0,85.0,1.0,2,1,4.442651256490317,3612.0,8.192016914536875,8.3385,2.120883344079497,2778.15,7.92954051753692
118,0,1,0,1,0,175.0,1.0,0,0,5.1647859739235145,7710.0,8.950273466557375,17.1675,2.8430180615126943,5993.25,8.698389114922682
119,1,0,0,1,0,259.0,1.0,2,1,5.556828061699537,10408.0,9.250330020192342,25.4079,3.235060149288718,7867.21,8.970458767757131
120,0,1,0,1,0,180.0,1.0,0,1,5.19295685089021,8334.0,9.0280988119824,17.658,2.8711889384793907,6568.2,8.789995101338567
121,1,0,0,1,0,44.0,1.0,1,1,3.784189633918261,4166.0,8.334711621820917,4.3164,1.4624217215074415,3734.36,8.225331730809508
122,1,0,0,1,0,137.0,0.0,1,1,4.919980925828125,11117.0,9.316230747233615,13.4397,2.5982130134173054,9773.03,9.1873818300159
123,0,1,2,1,0,81.0,1.0,1,1,4.394449154672439,2957.0,7.9919305198524775,7.946100000000001,2.0726812422616194,2162.39,7.678969370460239
124,0,1,0,0,0,194.0,1.0,0,1,5.267858159063328,6314.0,8.750524669117937,19.0314,2.9460902466525085,4410.86,8.39182496076652
125,1,0,0,1,0,93.0,1.0,0,1,4.532599493153256,3692.0,8.213923595622743,9.1233,2.210831580742436,2779.67,7.930087494602711
126,0,1,3,1,0,370.0,1.0,0,1,5.91350300563827,23803.0,10.077566902136047,36.297,3.5917350932274505,20173.3,9.912115226886485
127,0,0,0,1,0,128.0,1.0,0,1,4.852030263919617,5505.0,8.61341204915678,12.5568,2.5302623515087976,4249.32,8.354514249117097
128,0,1,1,1,1,160.0,0.0,2,0,5.075173815233827,14363.0,9.572410734431823,15.695999999999998,2.7534059028230073,12793.4,9.456684691927425
129,0,1,0,1,0,182.0,1.0,0,0,5.204006687076795,8649.0,9.065198986306513,17.8542,2.8822387746659754,6863.58,8.833984450484497
130,0,0,0,1,1,650.0,1.0,2,1,6.476972362889683,20166.0,9.91175329695316,63.765,4.155204450478863,13789.5,9.531662711971919
131,0,0,0,1,0,74.0,1.0,2,1,4.30406509320417,3943.0,8.279697133877628,7.2594,1.98229718079335,3217.06,8.076223177982104
132,0,0,0,1,0,70.0,1.0,1,1,4.248495242049359,2718.0,7.907651594711089,6.867000000000001,1.9267273296385394,2031.3,7.616431261159709
133,0,1,0,1,1,25.0,1.0,1,1,3.2188758248682006,3459.0,8.148734808937169,2.4525,0.8971079124573812,3213.75,8.075193758580099
134,0,0,0,1,0,102.0,1.0,1,1,4.624972813284271,4895.0,8.49596955496461,10.0062,2.3032049008734514,3894.38,8.267289767200728
135,0,1,3,1,0,290.0,1.0,1,0,5.66988092298052,11750.0,9.371608519572305,28.448999999999998,3.3481130105697,8905.1,9.094379425306975
136,1,1,0,1,0,84.0,1.0,0,0,4.430816798843313,4583.0,8.430109084509125,8.2404,2.1090488864324937,3758.96,8.2318976023796
137,0,1,2,1,1,88.0,1.0,2,1,4.477336814478207,6816.0,8.827028068509152,8.6328,2.1555689020673867,5952.72,8.691603536938857
138,0,0,0,1,0,242.0,0.0,1,0,5.488937726156687,14999.0,9.61573881119536,23.7402,3.1671698137458666,12624.98,9.44343266998389
139,0,1,2,0,0,129.0,1.0,0,0,4.859812404361672,5630.0,8.635864721133736,12.6549,2.5380444919508522,4364.51,8.381261205385977
140,0,1,2,1,0,185.0,1.0,0,0,5.220355825078324,7125.0,8.871365005136852,18.1485,2.898587912667505,5310.15,8.577375362424572
141,0,0,0,1,0,168.0,1.0,2,1,5.123963979403259,5417.0,8.597297435657898,16.4808,2.802196066992439,3768.92,8.23454376725253
142,0,0,0,1,1,175.0,1.0,1,1,5.1647859739235145,6950.0,8.846496938558838,17.1675,2.8430180615126943,5233.25,8.562787778974629
143,0,1,0,1,0,122.0,1.0,1,1,4.804021044733257,4732.0,8.462103225098277,11.968200000000003,2.482253132322437,3535.1799999999994,8.170519496411977
144,0,1,2,1,0,187.0,1.0,2,1,5.231108616854587,11757.0,9.372204086867741,18.3447,2.909340704443767,9922.53,9.202563208084245
145,1,1,0,1,0,100.0,1.0,1,1,4.605170185988092,6816.0,8.827028068509152,9.81,2.2834022735772717,5835.0,8.671629544720656
146,1,1,2,1,0,70.0,1.0,2,1,4.248495242049359,14866.0,9.60683200528524,6.867000000000001,1.9267273296385394,14179.3,9.559538433564368
147,0,1,1,1,0,30.0,1.0,2,1,3.4011973816621555,2963.0,7.993957547573565,2.943,1.0794294692513358,2668.7,7.889346741438428
148,1,0,0,1,0,225.0,1.0,0,0,5.41610040220442,11666.0,9.364433907313582,22.0725,3.0943324897936004,9458.75,9.154695518008731
149,0,1,0,1,0,125.0,1.0,1,1,4.8283137373023015,5690.0,8.646465527120377,12.262500000000001,2.5065458248914814,4463.75,8.403744498908658
150,0,0,0,1,0,118.0,0.0,0,0,4.770684624465665,6277.0,8.744647438317532,11.5758,2.448916712054845,5119.42,8.540796430366749
151,0,1,0,1,1,152.0,1.0,0,1,5.0238805208462765,6327.0,8.752581469146884,14.911200000000001,2.7021126084354568,4835.88,8.483818397531032
152,0,0,0,1,0,244.0,1.0,2,0,5.497168225293202,9166.0,9.123256265069069,23.936400000000006,3.1754003128823824,6772.359999999999,8.82060490191096
153,0,1,2,0,0,113.0,1.0,0,0,4.727387818712341,2281.0,7.732369222284388,11.0853,2.405619906301521,1172.47,7.066867913639154
154,0,0,0,1,0,50.0,1.0,2,1,3.912023005428146,3254.0,8.087640287778983,4.905,1.5902550930173265,2763.5,7.924253271273318
155,0,1,3,1,0,600.0,0.0,1,1,6.396929655216146,39999.0,10.596609732783568,58.86000000000001,4.075161742805327,34113.0,10.437433822292833
156,0,1,1,1,0,160.0,1.0,0,1,5.075173815233827,6000.0,8.699514748210191,15.696,2.7534059028230073,4430.4,8.396245152416697
157,0,1,1,1,0,187.0,1.0,2,1,5.231108616854587,9538.0,9.16303909885817,18.3447,2.909340704443767,7703.53,8.94943394434799
158,0,0,0,1,0,120.0,1.0,0,1,4.787491742782046,5063.0,8.529714471969909,11.772,2.4657238303712266,3885.8,8.265084161809012
159,0,1,0,1,0,255.0,1.0,1,1,5.541263545158426,10208.0,9.23092700558457,25.015500000000003,3.2194956327476065,7706.45,8.949812919536141
160,0,1,0,0,0,98.0,1.0,1,1,4.584967478670572,2904.0,7.973844375944687,9.6138,2.263199566259752,1942.62,7.571792856395517
161,0,1,0,1,0,275.0,1.0,2,0,5.616771097666572,7933.0,8.978786553302003,26.9775,3.2950031852557515,5235.25,8.56316987765626
162,0,1,1,1,0,121.0,0.0,1,0,4.795790545596741,4369.0,8.382289428951436,11.8701,2.4740226331859216,3181.99,8.065262066215233
163,0,1,2,1,0,158.0,1.0,0,1,5.062595033026967,5614.0,8.633018756921828,15.4998,2.740827120616147,4064.02,8.309927910506051
164,0,1,0,1,0,75.0,1.0,2,1,4.31748811353631,9323.0,9.140239744296693,7.357500000000001,1.9957202011254909,8587.25,9.058033824025326
165,0,1,0,1,0,182.0,1.0,0,1,5.204006687076795,6873.0,8.835355971121606,17.8542,2.8822387746659754,5087.58,8.53455755444294
166,1,1,0,1,0,112.0,1.0,0,0,4.718498871295094,4583.0,8.430109084509125,10.987200000000001,2.396730958884275,3484.2799999999997,8.156016702136908
167,0,1,0,1,0,129.0,1.0,0,1,4.859812404361672,5772.0,8.660773919893762,12.6549,2.5380444919508522,4506.51,8.413278297010978
168,0,0,0,1,0,63.0,0.0,1,0,4.143134726391533,2237.0,7.71289096149013,6.180300000000001,1.821366813980713,1618.9699999999998,7.3895454235491895
169,0,1,2,1,0,200.0,1.0,1,1,5.298317366548036,8000.0,8.987196820661973,19.62,2.976549454137217,6038.0,8.705828110266784
170,0,1,0,0,0,95.0,1.0,0,1,4.553876891600541,3589.0,8.185628891147607,9.3195,2.232108979189721,2657.05,7.884971763798786
171,0,1,3,1,0,700.0,1.0,2,1,6.551080335043404,51763.0,10.854430887309706,68.67,4.229312422632585,44896.0,10.712103982902187
172,0,1,3,0,0,81.0,1.0,0,0,4.394449154672439,3522.0,8.166784289056151,7.9461,2.072681242261619,2727.39,7.911100386921448
173,0,1,0,1,0,187.0,1.0,1,1,5.231108616854587,11333.0,9.335474102732949,18.3447,2.909340704443767,9498.53,9.158892328773547
174,0,1,0,0,1,87.0,1.0,1,0,4.465908118654584,5080.0,8.533066540572527,8.5347,2.144140206243764,4226.53,8.349136604415481
175,0,1,0,1,0,116.0,1.0,0,1,4.7535901911063645,5461.0,8.605387202152153,11.3796,2.431822278695545,4323.04,8.371714137458504
176,0,1,2,1,0,101.0,1.0,0,1,4.61512051684126,3664.0,8.20631072579402,9.908100000000001,2.29335260443044,2673.19,7.891027794794963
177,0,1,3,1,0,495.0,0.0,1,0,6.20455776256869,16816.0,9.730086093116732,48.5595,3.8827898501578706,11960.05,9.38932720809789
178,0,1,1,1,0,116.0,1.0,1,1,4.7535901911063645,3750.0,8.229511118964457,11.3796,2.431822278695545,2612.04,7.867886804214746
179,0,0,0,0,0,102.0,0.0,2,0,4.624972813284271,3784.0,8.238536930171769,10.0062,2.3032049008734514,2783.38,7.931421295503302
180,0,1,1,1,0,180.0,0.0,2,0,5.19295685089021,13650.0,9.521494800613105,17.658,2.8711889384793907,11884.2,9.382965065791273
181,0,0,0,1,0,67.0,1.0,0,0,4.204692619390966,6979.0,8.850660919017152,6.572699999999999,1.8829247069801462,6321.73,8.751748183859753
182,0,1,0,1,0,73.0,1.0,1,1,4.290459441148391,4600.0,8.433811582477187,7.1613,1.9686915287375715,3883.87,8.264587358202245
183,0,1,1,1,0,260.0,1.0,1,0,5.560681631015528,33846.0,10.429576102968031,25.506,3.238913718604708,31295.4,10.351226400871623
184,1,1,0,1,0,108.0,1.0,1,1,4.68213122712422,3625.0,8.195609567288775,10.5948,2.3603633147133998,2565.52,7.849916466102949
185,0,1,0,1,1,120.0,1.0,1,1,4.787491742782046,43897.0,10.689601259598334,11.772,2.4657238303712266,42719.8,10.662417791975178
186,0,1,1,1,1,66.0,0.0,0,0,4.189654742026425,2178.0,7.686162303492906,6.474600000000001,1.867886829615606,1530.54,7.333375893293866
187,0,1,0,1,0,58.0,1.0,0,1,4.060443010546419,4521.0,8.416488487294606,5.6898,1.7386750981355996,3952.02,8.281982119583699
188,0,1,0,1,1,168.0,1.0,0,1,5.123963979403259,5970.0,8.694502206386648,16.4808,2.802196066992439,4321.92,8.371455026946423
